"NBN Atlas record ID","Occurrence ID","Licence","Rightsholder","Scientific name","Taxon author","Name qualifier","Common name","Species ID (TVK)","Taxon Rank","Occurrence status","Start date","Start date day","Start date month","Start date year","End date","End date day","End date month","End date year","Locality","OSGR","Latitude (WGS84)","Longitude (WGS84)","Coordinate uncertainty (m)","Verbatim depth","Recorder","Determiner","Individual count","Abundance","Abundance scale","Organism scope","Organism remarks","Sex","Life stage","Occurrence remarks","Identification verification status","Basis of record","Survey key","Dataset name","Dataset ID","Data provider","Data provider ID","Institution code","Kingdom","Phylum","Class","Order","Family","Genus","OSGR 100km","OSGR 10km","OSGR 2km","OSGR 1km","Country","State/Province","Vitality"
"5cda21ae-a8c9-4213-a4cf-8b5b2839478a","ADIT800400047682.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2011-10-04","04","10","2011","","","","","An Suidhe","NH3058218311","57.224094","-4.807778","0.7","","Jonathon Willet","","1","","","","","","larva","","Accepted - considered correct","HumanObservation","British Dragonfly Society | DRN","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NH","NH31","NH31E","NH3018","United Kingdom","Scotland",""
"5bff719f-5614-4279-a759-b494a203255c","CI00016600008AJL","CC-BY","Highland Biological Recording Group","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2011-10-04","04","10","2011","","","","","An Suidhe","NH3045018394","57.224789","-4.810018","0.7","","Jonathan Willet","Jonathan J. Willet","1","","","","1 Larvae (Exact)","","larvae","Larval skin 2cm.","Accepted - considered correct","HumanObservation","CI0001660000001O","HBRG Insects Dataset Vol 1","dr965","Highland Biological Recording Group","dp7","HBRG","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NH","NH31","NH31E","NH3018","United Kingdom","Scotland",""
"5af615bf-b323-42d1-8837-354b2e7736f3","ADIT800400047686.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2011-10-04","04","10","2011","","","","","Carn Mhic an Toisich","NH3125218957","57.230137","-4.797135","0.7","","Jonathon Willet","","1","","","","","","larva","","Accepted - considered correct","HumanObservation","British Dragonfly Society | DRN","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NH","NH31","NH31E","NH3118","United Kingdom","Scotland",""
"139e11d6-32f8-450a-8784-423ee274e2a9","CI00016600008ALR","CC-BY","Highland Biological Recording Group","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2011-10-04","04","10","2011","","","","","Carn Mhic an Toisich","NH3117018951","57.230053","-4.798487","0.7","","Jonathan Willet","Jonathan J. Willet","1","","","","1 Larvae (Exact)","","larvae","Larval skin 2cm.","Accepted - considered correct","HumanObservation","CI0001660000001O","HBRG Insects Dataset Vol 1","dr965","Highland Biological Recording Group","dp7","HBRG","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NH","NH31","NH31E","NH3118","United Kingdom","Scotland",""
"0e44da49-d951-47b1-9139-b74bbd9fb275","ADIT800400047681.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2011-10-04","04","10","2011","","","","","An Suidhe","NH3045018394","57.224789","-4.810018","0.7","","Jonathon Willet","","1","","","","","","larva","","Accepted - considered correct","HumanObservation","British Dragonfly Society | DRN","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NH","NH31","NH31E","NH3018","United Kingdom","Scotland",""
"0ce627a0-0c33-40fa-9331-1d69bc6fab3d","iBRC20178359.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","1992-10-14","14","10","1992","","","","","Silver Flowe","NX4782","55.113367","-4.392437","707.1","","David J. Clarke","David J. Clarke","2–5","","","","","","larva","3 larvae on High Conrarroch, none on Snibe","Accepted - considered correct","HumanObservation","iRecord | DRN dragonfly imports","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NX","NX48","NX48R","NX4782","United Kingdom","Scotland",""
"fe85975d-54f0-4548-84d5-1c2e9102924c","ADIT800400055907.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2012-12-11","11","12","2012","","","","","Dundreggan N area","NH3441020747","57.247351","-4.746083","0.7","","Stephen Corcoran","","2–5","","","","","","larva","","Accepted - considered correct","HumanObservation","British Dragonfly Society | DRN","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NH","NH32","NH32K","NH3420","United Kingdom","Scotland",""
"f556bb80-8f2e-492d-9ea6-9a4dd8b0a127","ADIT800400055914.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2012-12-11","11","12","2012","","","","","Dundreggan N area","NH37582077","57.248741","-4.693546","7.1","","Stephen Corcoran","","2–5","","","","","","larva","","Accepted - considered correct","HumanObservation","British Dragonfly Society | DRN","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NH","NH32","NH32Q","NH3720","United Kingdom","Scotland",""
"edc70976-0e11-4aa9-9bb2-a6f0a9751cd9","ADIT800400055911.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2012-12-11","11","12","2012","","","","","Dundreggan N area","NH37541990","57.24092","-4.693639","7.1","","Stephen Corcoran","","2–5","","","","","","larva","","Accepted - considered correct","HumanObservation","British Dragonfly Society | DRN","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NH","NH31","NH31U","NH3719","United Kingdom","Scotland",""
"dc51fae0-b0d7-4753-b9be-13f318b35a6a","ADIT800400055915.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2012-12-11","11","12","2012","","","","","Dundreggan N area","NH37422067","57.247787","-4.696129","7.1","","Stephen Corcoran","","1","","","","","","larva","","Accepted - considered correct","HumanObservation","British Dragonfly Society | DRN","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NH","NH32","NH32Q","NH3720","United Kingdom","Scotland",""
"da75580c-a728-4324-b23c-657498285c59","ADIT800400055918.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2012-12-11","11","12","2012","","","","","Dundreggan N area","NH3816521951","57.259499","-4.684713","0.7","","Stephen Corcoran","","2–5","","","","","","larva","","Accepted - considered correct","HumanObservation","British Dragonfly Society | DRN","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NH","NH32","NH32V","NH3821","United Kingdom","Scotland",""
"c95e4b52-f7a6-41e2-9463-171700a1d51d","ADIT800400055916.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2012-12-11","11","12","2012","","","","","Dundreggan N area","NH3837320428","57.245906","-4.680276","0.7","","Stephen Corcoran","","2–5","","","","","","larva","","Accepted - considered correct","HumanObservation","British Dragonfly Society | DRN","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NH","NH32","NH32V","NH3820","United Kingdom","Scotland",""
"aba2d250-93e5-4b77-bbe8-5e7a9ccc4dbd","ADIT800400055913.Ex","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2012-12-11","11","12","2012","","","","","Dundreggan N area","NH37822055","57.246852","-4.68943","7.1","","Stephen Corcoran","","1","","","","","","exuvia","","Accepted - considered correct","HumanObservation","British Dragonfly Society | DRN","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NH","NH32","NH32Q","NH3720","United Kingdom","Scotland",""
"95bfd46f-6b0d-4a42-95ed-002209ea86a7","ADIT800400055912.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2012-12-11","11","12","2012","","","","","Dundreggan N area","NH37782029","57.244505","-4.689922","7.1","","Stephen Corcoran","","1","","","","","","larva","","Accepted - considered correct","HumanObservation","British Dragonfly Society | DRN","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NH","NH32","NH32Q","NH3720","United Kingdom","Scotland",""
"7708cdcf-0cac-44f8-aeb3-08535afb5fb1","ADIT800400055919.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2012-12-11","11","12","2012","","","","","Dundreggan N area","NH3894221380","57.254649","-4.671476","0.7","","Stephen Corcoran","","1","","","","","","larva","","Accepted - considered correct","HumanObservation","British Dragonfly Society | DRN","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NH","NH32","NH32V","NH3821","United Kingdom","Scotland",""
"5f70f6f7-f768-45fb-9e1e-496df3bcf797","ADIT800400055909.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2012-12-11","11","12","2012","","","","","Dundreggan N area","NH3565820266","57.243485","-4.725107","0.7","","Stephen Corcoran","","2–5","","","","","","larva","","Accepted - considered correct","HumanObservation","British Dragonfly Society | DRN","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NH","NH32","NH32K","NH3520","United Kingdom","Scotland",""
"4afbf5e5-2e81-4858-90a3-3211c9fb0d4b","ADIT800400055908.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2012-12-11","11","12","2012","","","","","Dundreggan N area","NH3541820889","57.248989","-4.729492","0.7","","Stephen Corcoran","","2–5","","","","","","larva","","Accepted - considered correct","HumanObservation","British Dragonfly Society | DRN","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NH","NH32","NH32K","NH3520","United Kingdom","Scotland",""
"49eaf689-f486-4ea2-ad96-8d3d294ef84a","ADIT800400055910.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2012-12-11","11","12","2012","","","","","Dundreggan N area","NH3435620264","57.242998","-4.746654","0.7","","Stephen Corcoran","","1","","","","","","larva","","Accepted - considered correct","HumanObservation","British Dragonfly Society | DRN","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NH","NH32","NH32K","NH3420","United Kingdom","Scotland",""
"24c19ceb-59bc-4098-a8a6-29776d97c197","ADIT800400055917.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2012-12-11","11","12","2012","","","","","Dundreggan N area","NH3808921163","57.252401","-4.685457","0.7","","Stephen Corcoran","","1","","","","","","larva","","Accepted - considered correct","HumanObservation","British Dragonfly Society | DRN","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NH","NH32","NH32V","NH3821","United Kingdom","Scotland",""
"fda52532-ceb2-4b77-95eb-5015f2a93159","iBRC12243891.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2019-09-20","20","09","2019","","","","","Lubnaclach SE lochan","NN38036394","56.738937","-4.649584","7.1","","Batty, Pat & Muir, Daniele","Batty, Pat & Muir, Daniele","1","","","","","","larva","at edge of large lochan 15mm","Accepted - considered correct","HumanObservation","iRecord | DRN dragonfly imports","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NN","NN36","NN36W","NN3863","United Kingdom","Scotland",""
"fcf76cf9-7c5b-4ed6-8a2b-e2d85386108c","EN00004300004UKF.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","1982-09-17","17","09","1982","","","","","Carn Mor na Comhdhail,Beinn Resipol,Sunart","NM752658","56.730003","-5.675668","70.7","","B. and I.D. Wallace","","1","","","","","","larva","","Accepted - considered correct","HumanObservation","British Dragonfly Society | DRN","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NM","NM76","NM76M","NM7565","United Kingdom","Scotland",""
"fcf066b2-9be2-4659-af0b-2fc557bb3ecd","iBRC8577809.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2017-09-30","30","09","2017","","","","","Corrour pool west track","NN36686683","56.764401","-4.673471","7.1","","Muir, Daniele","Batty, Pat","1","","","","","","larva","","Accepted - considered correct","HumanObservation","iRecord | DRN dragonfly imports","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NN","NN36","NN36T","NN3666","United Kingdom","Scotland",""
"fb8350ab-7ffb-4bf4-96b9-3adcfb3d8d60","iBRC12243876.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2019-09-20","20","09","2019","","","","","Lubnaclach track E 2","NN37506515","56.749611","-4.659006","7.1","","Batty, Pat & Muir, Daniele","Batty, Pat & Muir, Daniele","21–100","","","","","","larva","412m large pool 23x5m widest 30-40cm deep brown substrate sp edges la 9mm1,10mm2,11mm2,12mm6,13mm1,14mm2,15mm12,16mm6,17mm5,18mm220mm2,22mm1,","Accepted - considered correct","HumanObservation","iRecord | DRN dragonfly imports","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NN","NN36","NN36S","NN3765","United Kingdom","Scotland",""
"fb0a9908-d9d4-49f8-876e-b2792c28fdb9","iBRC11748645.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2019-09-08","08","09","2019","","","","","Rannoch Mor, near A82 just SE of Loch Ba bridge","NN309493","56.605458","-4.755683","70.7","","Green, Kevin","","2–5","","","","","","larva","","Accepted - correct","HumanObservation","iRecord | iRecord Dragonflies | British Dragonfly Society re","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NN","NN34","NN34E","NN3049","United Kingdom","Scotland",""
"fa713b78-5b3a-42c3-96a6-3785e3271940","iBRC18127481.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2020-09-06","06","09","2020","","","","","Buachaille Etive Beag valley pools","NN21175585","56.660195","-4.919212","7.1","","Pat Batty","Pat Batty","1","","","","","","larva","10mm la larger pool 25mx1-2m shallow deep area","Accepted - considered correct","HumanObservation","iRecord | DRN dragonfly imports","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NN","NN25","NN25C","NN2155","United Kingdom","Scotland",""
"f9be6f72-c7e7-488b-8f5d-d5d27f45ab1d","iBRC12243887.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2019-09-20","20","09","2019","","","","","Lubnaclach SE 5","NN38026392","56.738754","-4.649735","7.1","","Batty, Pat & Muir, Daniele","Batty, Pat & Muir, Daniele","6–20","","","","","","larva","6x1.5m 3m away 20-30cm deep la 11mm2,15mm2,1mm1,23mm1","Accepted - considered correct","HumanObservation","iRecord | DRN dragonfly imports","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NN","NN36","NN36W","NN3863","United Kingdom","Scotland",""
"f609c98e-20bc-4edb-a7cb-5b1f9049735f","iBRC23054123.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2021-09-02","02","09","2021","","","","","Corrour station N 11 new","NN35656671","56.762962","-4.690224","7.1","","Daniele Muir, Pat Batty, Sarah Watts","Pat Batty","1","","","","","","larva","1 la22cm","Accepted - considered correct","HumanObservation","iRecord | DRN dragonfly imports","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NN","NN36","NN36N","NN3566","United Kingdom","Scotland",""
"f29a445e-cf90-49d3-a4a4-6a3d43f522cd","iBRC12243858.La","CC-BY","British Dragonfly Society","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2019-09-19","19","09","2019","","","","","Corrour Station N 5","NN35696668","56.762706","-4.689551","7.1","","Batty, Pat & Muir, Daniele","Batty, Pat & Muir, Daniele","21–100","","","","","","larva","5x0.5m 15-20cm deep sphagnum gunge at base la 10mm1,12mm1,13mm1,14mm1,15mm1,16mm3,17mm,18mm2,19mm1,20mm1,24mm1,27mm1,2mm1","Accepted - considered correct","HumanObservation","iRecord | DRN dragonfly imports","Dragonfly records from the British Dragonfly Society Recording Scheme","dr731","British Dragonfly Society Recording Scheme","dp97","BDS","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NN","NN36","NN36N","NN3566","United Kingdom","Scotland",""
"ed8ccc0e-4b75-4603-91c3-d4085cda96e6","1658595","CC-BY-NC","BTO","Aeshna caerulea","(Strom, 1783)","","Azure Hawker","NBNSYS0000005623","species","present","2012-09-15","15","09","2012","","","","","","NO3750","56.642128","-3.020682","707.1","","Withheld","","","","","","","","","","Accepted - considered correct","HumanObservation","","Non-avian taxa (BTO+partners)","dr529","British Trust for Ornithology","dp29","BTO","Animalia","Arthropoda","Insecta","Odonata","Aeshnidae","Aeshna","NO","NO35","NO35Q","NO3750","United Kingdom","Scotland","alive"
